atk_soft_attack,atk_hard_attack,atk_breakthrough,atk_org,atk_armor,atk_hardness,atk_supply,def_defense,def_soft_attack,def_hard_attack,def_org,def_piercing,def_entrenchment,def_supply,terrain_mod,fort_level,cas_support,victory
89,67,184,56,37,0.91,0.42,419,555,290,54,10,0,0.6,0.4,1,0,0
309,297,290,48,5,0.02,0.77,332,49,222,71,73,15,0.64,0.8,2,0,1
476,82,321,80,6,0.55,0.91,906,422,208,55,100,16,0.69,0.6,3,0,0
728,175,213,30,21,0.46,0.41,129,77,165,72,96,22,0.4,0.4,0,0,1
229,342,159,37,56,0.16,0.95,526,355,29,46,54,6,0.62,0.9,1,0,0
329,223,193,63,44,0.07,0.97,732,115,267,38,97,14,0.4,0.6,2,0,1
120,387,323,65,108,0.97,0.63,380,292,166,33,44,12,0.45,1.0,3,0,1
326,322,474,75,70,0.2,0.82,598,64,225,43,111,4,0.56,0.6,2,0,1
586,362,74,59,6,0.92,0.41,853,120,24,48,4,8,0.77,0.4,2,0,0
109,164,145,77,16,0.12,0.95,259,341,180,30,65,14,0.54,1.0,0,0,1
138,373,482,78,4,0.73,0.54,995,463,294,78,72,7,0.79,0.6,2,0,0
378,136,175,67,89,0.51,0.72,158,484,111,42,116,18,0.46,1.0,2,0,1
179,247,162,37,5,0.99,0.64,831,550,206,77,96,23,0.7,1.0,3,0,0
56,209,334,39,111,0.7,0.32,408,223,240,62,68,13,0.37,1.0,0,0,0
568,235,281,38,12,0.14,0.36,961,241,218,50,17,0,0.76,0.8,3,0,0
616,327,194,43,14,0.9,0.79,658,50,11,73,50,1,0.4,1.0,1,1,1
79,171,488,30,28,0.47,0.64,989,365,122,37,4,3,0.93,1.0,10,0,0
652,322,444,65,52,0.67,0.3,360,82,23,41,62,12,0.43,0.4,0,0,1
284,32,365,73,18,0.29,0.91,138,348,104,73,11,24,0.36,0.8,5,0,1
632,218,36,50,96,0.2,0.68,669,550,162,66,29,23,0.86,0.6,0,0,0
746,333,178,68,120,0.08,0.7,983,127,110,59,6,15,0.77,1.0,0,0,1
320,107,126,53,34,0.76,0.96,329,348,27,67,51,14,0.98,0.4,10,0,0
88,121,427,30,49,0.25,0.74,570,420,276,70,46,25,0.47,0.8,0,1,0
358,234,167,42,46,0.21,0.66,446,154,211,58,97,23,0.71,1.0,0,0,0
280,131,139,44,83,0.67,0.63,506,262,247,37,46,0,0.91,0.6,5,0,0
467,292,104,50,76,0.38,0.45,877,430,122,51,79,15,0.41,0.8,10,0,0
484,162,495,44,33,0.38,0.94,267,535,219,50,22,15,0.43,0.4,0,1,1
375,291,102,38,12,0.55,0.31,483,159,199,55,103,15,0.54,0.6,0,0,0
521,72,46,68,110,0.46,0.82,219,424,107,30,59,21,0.84,0.6,1,0,1
711,32,478,70,111,0.23,0.91,512,256,199,76,17,16,0.45,0.6,0,1,1
326,341,144,60,87,0.19,0.62,841,475,286,45,31,6,0.85,0.8,0,0,0
288,34,427,76,97,0.8,0.85,734,491,217,34,49,15,0.98,1.0,3,1,1
707,146,40,75,110,0.04,0.36,551,151,150,71,80,19,0.59,0.6,0,0,0
235,248,401,48,73,0.08,0.92,587,144,234,65,51,14,0.92,0.6,1,0,0
603,65,284,42,49,0.64,0.38,704,375,93,32,59,19,0.55,1.0,2,0,1
542,215,71,72,11,0.09,0.43,572,270,240,51,92,14,0.9,0.9,2,0,0
296,312,95,79,107,0.37,0.67,377,597,266,52,21,18,0.76,1.0,1,0,1
242,59,347,69,36,0.61,0.58,245,85,128,49,43,1,0.62,0.4,3,1,1
263,374,38,62,102,0.11,0.34,661,139,292,48,111,8,0.57,0.4,1,0,0
495,186,316,58,61,0.89,0.5,881,254,74,71,58,21,0.55,0.4,0,1,1
85,378,405,66,115,0.47,0.87,503,87,125,80,21,9,0.57,0.4,0,1,1
301,218,445,55,59,0.14,0.55,174,386,49,74,100,8,0.38,0.4,0,0,1
661,283,168,49,36,0.33,0.69,782,329,58,71,39,6,0.52,0.9,0,0,0
744,379,101,31,36,0.81,0.68,452,388,61,70,95,15,0.38,0.8,2,0,0
166,131,278,48,82,0.16,0.88,979,259,60,78,120,10,0.85,1.0,5,1,0
580,152,192,31,114,0.67,1.0,861,250,245,45,97,4,0.49,0.4,0,1,1
118,42,492,50,1,0.93,0.36,530,321,193,61,0,18,0.37,1.0,0,1,1
549,286,120,74,30,0.61,0.33,981,569,70,47,42,1,0.68,0.6,0,0,0
710,282,169,59,93,0.53,0.45,497,207,49,35,36,13,0.73,0.6,0,0,1
565,219,213,63,61,0.39,0.86,870,269,52,64,120,4,0.34,0.8,0,0,1
471,51,236,72,48,0.43,0.33,647,564,188,66,13,24,0.66,0.6,3,1,0
414,281,407,66,57,0.71,0.65,772,431,124,57,31,25,0.68,0.4,0,1,1
250,76,281,49,108,0.81,0.93,681,366,163,34,22,6,0.34,0.6,10,1,0
712,89,291,63,84,0.9,0.75,199,143,34,72,58,14,0.58,0.8,5,0,1
758,295,329,72,47,0.54,0.39,727,178,179,51,62,21,0.31,0.8,0,0,1
724,68,287,77,89,0.29,0.54,752,187,298,71,64,14,0.63,0.8,5,1,0
717,37,436,50,45,0.42,0.75,101,159,263,33,92,18,0.93,0.9,5,1,1
615,370,273,44,89,0.39,0.44,542,358,197,32,78,25,0.64,0.8,2,0,1
230,78,127,68,100,0.18,0.53,386,98,142,35,108,11,0.7,0.8,1,0,1
50,24,230,52,26,0.92,0.86,650,238,267,71,83,5,0.73,0.4,10,0,0
337,195,468,35,51,0.63,0.86,714,469,107,76,82,10,0.55,0.9,0,1,0
670,360,446,69,102,0.93,0.86,451,121,125,74,49,4,0.49,0.9,3,1,1
685,256,134,48,107,0.19,0.88,823,198,105,59,45,2,0.97,1.0,2,0,0
305,244,253,37,19,0.21,0.62,943,455,141,55,20,24,0.64,0.9,0,1,0
188,350,376,75,45,0.66,0.94,988,128,142,54,96,1,1.0,0.9,5,1,0
453,31,174,36,68,0.28,0.53,876,162,40,54,104,1,0.84,0.9,0,1,0
77,46,167,56,88,0.72,0.93,871,323,17,58,118,25,0.75,0.4,0,0,0
500,367,348,68,85,0.46,0.64,317,123,120,74,96,0,0.97,0.8,1,0,1
539,157,274,68,89,0.51,1.0,609,220,102,52,73,4,0.82,0.9,10,0,1
746,213,129,32,75,0.53,0.76,805,199,278,63,4,4,0.95,0.8,0,1,0
152,202,254,45,15,0.82,0.41,239,368,285,52,15,12,0.61,0.4,2,1,0
234,338,130,41,108,0.84,0.84,270,573,175,34,113,20,0.85,0.8,3,1,0
712,43,479,33,93,0.88,0.55,158,191,91,37,18,1,0.93,0.9,5,1,1
497,391,443,59,114,0.12,0.34,971,519,45,50,25,17,0.39,0.9,2,1,1
376,322,227,56,101,0.72,0.53,944,46,275,37,36,23,0.97,1.0,10,0,0
435,36,162,56,87,0.71,0.51,115,418,142,40,10,23,0.74,0.6,5,1,1
704,341,360,36,57,0.11,0.75,800,95,183,38,93,13,0.4,0.9,0,0,1
207,252,228,72,48,0.1,0.48,329,527,81,67,46,12,0.81,0.4,5,0,0
455,293,133,75,22,0.28,0.5,787,415,135,54,80,12,0.34,0.8,3,0,0
226,262,302,34,40,0.87,0.44,937,245,54,65,12,11,0.7,0.4,5,1,0
720,274,74,65,61,0.18,0.78,174,161,157,54,65,20,0.39,0.9,2,1,1
520,250,406,76,34,0.74,0.66,876,172,225,48,87,7,0.46,1.0,1,0,1
248,130,113,64,55,0.61,0.81,637,145,218,68,119,5,0.44,0.9,2,0,0
495,199,48,42,19,0.41,0.3,472,286,126,50,98,0,0.74,1.0,2,0,0
793,389,228,48,119,0.89,0.34,368,40,227,37,82,15,0.41,0.6,10,0,1
368,104,156,54,109,0.31,0.46,115,142,183,33,4,7,0.66,1.0,0,0,1
411,199,291,71,47,0.47,0.78,675,197,18,49,39,3,0.69,0.9,0,0,1
187,194,148,37,36,0.88,0.62,193,342,162,57,67,12,0.67,0.8,3,1,0
745,210,260,71,98,0.13,0.7,605,284,185,73,12,14,0.68,0.4,10,0,0
97,275,47,47,62,0.21,1.0,350,449,155,34,50,16,0.49,0.4,0,1,0
76,268,331,76,119,0.64,0.51,483,387,186,48,99,6,0.89,1.0,0,0,1
713,242,137,51,64,0.21,0.93,528,475,98,41,107,18,0.92,0.9,10,1,0
492,194,59,63,49,0.92,0.65,885,588,141,61,61,19,0.55,0.4,5,0,0
377,336,418,76,35,0.64,0.66,553,237,33,71,33,24,1.0,0.8,0,0,1
382,377,253,35,61,0.46,0.92,875,263,90,30,1,19,0.8,1.0,10,0,0
669,281,205,55,40,0.43,0.83,647,476,256,79,64,16,0.57,0.4,0,1,0
593,196,416,63,51,0.42,0.74,390,59,250,73,78,15,0.48,1.0,0,1,1
575,80,297,34,59,0.21,0.97,798,479,96,54,93,19,0.76,0.8,5,1,0
145,252,150,74,12,0.52,0.78,824,418,137,62,20,7,0.47,0.6,0,0,0
224,358,40,75,95,0.62,0.98,645,392,39,50,59,6,0.53,0.6,0,0,1
473,300,277,54,55,0.12,0.48,665,387,178,47,86,10,0.32,0.4,5,1,0
511,385,355,79,39,0.74,0.6,580,370,238,67,40,14,0.88,0.8,5,0,0
310,22,280,37,53,0.61,0.34,732,294,208,64,118,17,0.76,0.6,5,1,0
408,147,314,49,114,0.31,0.47,981,323,279,34,66,5,0.4,0.9,10,1,0
462,75,309,72,28,0.21,0.64,680,86,53,40,120,6,0.83,0.4,0,1,1
390,107,93,64,120,0.65,0.57,949,275,94,78,21,15,0.4,0.4,0,1,0
429,50,237,39,20,0.06,0.45,163,92,300,35,95,7,0.9,0.6,0,1,1
95,179,496,44,48,0.38,0.46,512,327,299,66,102,0,0.95,0.8,3,0,0
66,185,49,68,41,0.52,0.79,929,505,186,71,120,17,0.82,0.8,10,0,0
470,319,211,72,113,0.88,0.4,709,284,201,75,52,7,0.33,0.6,5,1,0
778,160,125,58,48,0.75,0.58,665,59,78,57,33,3,0.92,0.4,1,1,1
400,23,125,74,1,0.88,0.57,711,203,292,75,111,8,0.84,0.9,0,0,0
201,332,458,62,110,0.15,0.99,166,498,242,39,11,18,0.87,0.8,10,0,0
313,325,466,80,84,0.79,0.75,664,507,120,40,117,1,0.97,0.4,0,0,1
611,285,400,41,44,0.48,0.36,739,258,281,78,66,11,0.34,0.8,0,0,1
69,289,353,73,9,0.21,0.63,934,105,219,66,115,9,0.57,1.0,3,0,0
390,166,442,69,62,0.29,0.77,387,102,199,70,70,2,0.82,1.0,5,0,1
506,184,494,31,28,0.96,0.93,651,129,147,56,68,0,0.52,0.9,0,0,1
225,392,494,31,25,0.52,0.7,578,289,103,70,24,19,0.44,0.4,0,0,0
449,94,34,51,107,0.16,0.54,178,599,40,74,14,20,0.9,0.9,1,1,0
566,57,74,34,33,0.95,0.93,953,378,159,40,72,7,0.93,0.8,3,0,0
347,169,172,72,40,0.44,0.58,395,216,245,50,30,4,0.77,0.8,0,1,1
138,240,283,57,73,0.2,0.86,979,518,47,59,111,0,0.62,0.8,0,0,0
589,134,190,36,49,0.79,0.86,509,570,85,52,112,6,0.58,0.9,2,0,0
120,292,53,37,115,0.18,0.43,260,408,187,60,95,14,0.5,0.4,2,0,0
310,305,110,78,50,0.98,0.84,145,299,184,30,98,17,0.36,0.9,3,1,1
58,384,144,35,6,0.66,0.85,311,197,98,76,37,8,0.92,0.4,0,0,0
73,16,242,70,72,0.99,0.39,311,182,51,48,104,7,0.55,0.9,2,0,0
792,363,194,35,106,0.13,0.65,448,467,131,47,86,12,0.47,0.9,0,0,1
649,268,426,68,20,0.28,0.81,732,349,83,36,7,4,0.82,0.6,3,0,1
670,377,234,72,106,0.58,0.66,150,340,299,65,7,19,0.89,0.4,10,0,0
206,348,320,32,110,0.11,0.52,972,362,290,45,62,18,0.68,0.9,10,0,0
391,77,194,78,103,0.82,0.61,478,462,194,80,116,21,0.93,0.9,2,0,0
136,274,82,75,38,0.64,0.87,293,399,97,78,119,24,0.68,0.9,0,0,0
257,186,249,30,63,0.01,0.48,696,105,229,37,102,16,0.66,0.6,2,1,0
370,188,344,64,35,0.6,0.32,477,599,212,63,18,14,0.45,0.6,0,1,1
443,180,390,70,34,0.27,0.85,120,66,22,76,8,11,0.71,0.8,10,1,1
706,15,356,50,101,0.15,0.86,125,487,48,61,112,23,0.87,0.9,0,1,1
749,102,259,46,48,0.46,0.3,826,164,14,43,2,9,0.45,0.8,0,0,1
204,180,72,43,119,0.89,0.74,119,594,155,58,75,8,0.32,0.8,0,0,1
752,244,268,68,26,0.24,0.49,459,177,37,43,36,12,0.45,0.8,2,1,1
676,38,490,46,85,0.49,0.73,425,359,189,75,57,1,0.8,0.9,0,0,1
422,245,375,49,79,0.59,0.99,123,525,78,38,74,0,0.88,1.0,3,0,1
177,210,33,31,86,0.47,0.91,913,598,293,39,28,14,0.68,0.8,3,0,0
112,330,164,57,5,0.26,0.59,359,410,245,49,24,1,0.79,0.6,3,1,0
289,148,98,48,62,0.68,0.39,860,577,244,38,105,18,0.83,0.6,2,0,0
415,285,367,77,61,0.83,0.61,880,459,268,51,115,22,0.38,0.4,10,0,0
516,340,312,61,78,0.33,0.94,297,470,151,79,3,25,0.9,1.0,2,1,1
722,104,450,72,4,0.59,0.53,491,510,18,39,2,13,0.76,0.8,0,0,1
67,208,355,34,100,0.25,0.31,441,215,283,67,7,24,0.53,1.0,0,1,0
418,174,335,60,92,0.15,0.31,772,433,38,39,108,7,0.42,0.4,0,1,0
261,48,450,50,22,0.34,0.35,187,462,300,61,63,24,0.94,0.6,0,1,0
470,171,487,72,15,0.62,0.87,141,523,280,80,77,2,0.74,0.6,5,1,1
357,363,282,64,75,0.16,0.44,846,114,37,36,61,14,0.86,0.8,3,1,1
456,392,259,57,13,0.65,0.79,682,446,212,35,112,25,0.55,0.9,0,1,1
580,360,267,39,83,0.25,0.33,381,501,172,47,9,8,0.84,0.6,3,0,0
550,217,161,41,86,0.46,0.81,182,295,278,56,9,15,0.41,0.6,2,0,1
611,313,369,70,45,0.8,0.66,291,360,72,67,25,18,0.67,0.8,5,1,1
176,314,42,45,64,0.77,0.52,299,349,67,30,75,20,0.35,0.4,2,1,0
766,369,468,30,60,0.53,0.97,790,157,40,38,104,0,0.59,0.8,10,0,1
785,66,291,52,102,0.4,0.65,260,423,88,79,59,9,0.57,1.0,0,1,1
163,309,359,46,65,0.74,0.47,513,297,256,66,41,5,0.89,0.8,2,1,0
55,327,472,57,16,0.38,0.87,671,572,89,76,32,13,0.82,0.9,3,0,0
68,107,43,70,119,0.24,0.4,343,59,262,31,65,25,0.66,0.9,2,0,0
313,280,367,70,69,0.93,0.89,883,485,250,40,2,2,0.36,0.6,3,0,1
594,101,353,43,23,0.13,0.87,132,449,194,74,95,19,0.76,0.4,0,1,1
247,141,490,69,33,0.19,0.51,605,303,169,35,38,19,0.45,0.4,1,1,1
460,397,256,66,82,0.57,0.71,946,146,43,73,119,23,0.53,0.9,0,0,1
519,154,336,61,36,0.88,0.81,110,524,115,42,26,18,0.43,0.8,0,0,1
477,42,32,37,51,0.41,0.67,802,415,187,57,54,23,0.56,0.6,0,1,0
260,153,239,50,28,0.61,0.53,687,559,262,74,18,16,0.6,1.0,1,0,0
414,236,363,33,72,0.26,0.8,133,520,80,47,14,15,0.88,0.9,2,0,1
474,373,153,37,54,0.49,0.44,513,337,135,70,120,16,0.41,0.6,3,1,0
85,177,441,37,65,0.57,0.63,588,127,81,44,59,5,0.43,0.6,3,0,1
217,195,393,76,12,0.96,0.68,591,111,241,56,115,17,0.71,0.6,0,1,1
676,24,141,64,65,0.65,0.93,611,286,214,78,50,24,0.78,1.0,2,0,1
262,47,226,69,75,0.7,0.41,742,255,229,43,39,20,0.43,0.6,0,0,1
190,200,192,74,87,0.82,0.46,452,260,70,55,55,1,0.93,0.9,5,0,0
435,367,128,57,118,0.87,0.75,342,561,53,80,32,15,0.96,1.0,2,0,0
99,375,331,39,115,0.13,0.77,461,408,116,32,72,4,0.85,1.0,5,0,0
756,165,221,30,115,0.04,0.87,952,329,230,57,36,18,0.94,0.8,0,0,0
424,398,145,76,65,0.64,0.6,476,275,197,38,99,9,0.32,0.8,10,0,0
204,303,188,57,73,0.91,0.75,801,347,158,53,45,13,0.68,0.6,10,1,0
756,193,288,56,7,0.06,0.55,830,525,259,32,111,20,0.89,1.0,5,1,0
434,341,246,61,90,0.11,0.4,977,420,258,57,100,11,0.3,0.6,2,1,0
277,386,142,39,5,0.79,0.66,526,387,159,71,11,17,0.41,0.6,0,0,0
455,204,73,30,21,0.1,0.65,980,85,142,48,59,18,0.48,1.0,3,1,0
331,81,385,74,49,0.05,0.41,717,217,201,73,13,20,0.62,1.0,1,1,1
125,398,301,52,68,0.68,0.43,626,519,67,30,65,19,0.45,0.6,3,0,0
290,147,77,73,22,0.19,0.88,258,100,155,41,6,12,0.45,0.8,0,1,1
404,259,205,60,23,0.46,0.74,378,208,90,41,118,14,0.53,0.6,1,1,1
206,76,104,31,77,0.73,0.72,429,272,35,52,120,6,0.7,0.4,0,0,0
377,316,406,50,43,0.44,0.69,517,429,63,61,69,10,0.34,0.9,10,1,0
267,138,343,75,25,0.06,0.86,627,387,272,42,26,21,0.71,0.6,0,0,1
758,316,192,30,52,0.4,0.91,763,164,269,54,25,15,0.69,0.8,0,0,1
83,72,235,71,86,0.18,0.91,789,43,34,66,35,16,0.86,1.0,5,1,0
622,214,133,67,66,0.79,0.3,293,514,155,52,76,21,0.92,0.6,5,0,0
50,241,356,40,50,0.03,0.36,209,436,36,63,106,2,0.41,0.9,2,0,0
426,174,112,48,112,0.65,0.65,356,591,159,72,99,17,0.6,0.4,0,1,0
227,277,367,69,10,0.28,0.5,741,445,264,59,12,3,0.8,0.6,2,0,0
674,55,151,64,100,0.21,0.62,580,578,287,38,101,15,0.34,1.0,0,0,1
580,157,393,42,5,0.15,0.86,972,228,116,31,30,7,0.84,0.4,2,1,1
630,390,485,68,48,0.95,0.39,800,378,143,70,65,9,0.72,0.6,3,1,0
114,338,361,64,21,0.11,0.59,706,269,211,35,111,19,0.85,0.9,3,0,0
688,386,223,31,108,0.92,0.53,642,545,90,45,115,11,0.64,1.0,1,0,0
243,44,287,33,83,0.57,0.73,305,479,100,57,58,17,0.94,0.8,1,0,0
323,395,37,76,51,0.4,0.58,145,236,80,50,1,22,0.97,0.8,5,1,1
355,375,417,45,9,0.22,0.83,506,505,288,36,7,5,0.44,0.8,1,0,1
670,359,196,30,69,0.23,1.0,376,334,254,51,97,6,0.97,1.0,1,1,0
773,273,329,32,89,0.06,0.86,895,92,41,57,38,10,0.95,0.9,0,0,1
237,155,365,65,13,0.77,0.43,118,586,154,57,42,12,0.36,0.6,0,0,1
155,298,94,33,66,0.73,0.89,215,380,38,43,117,19,0.77,0.6,2,1,0
335,359,198,59,25,0.38,0.91,567,364,64,34,9,10,0.5,0.8,5,1,1
120,208,209,73,55,0.23,0.81,951,500,103,45,68,0,0.64,0.4,3,0,0
199,226,275,32,113,0.02,0.38,113,258,245,72,15,22,0.35,0.8,3,0,0
113,398,298,30,23,0.71,0.36,626,244,92,33,47,20,0.4,1.0,0,0,0
239,221,402,64,51,0.32,0.68,894,203,77,76,59,1,0.68,1.0,5,0,0
545,60,210,56,17,0.18,0.86,150,191,103,40,67,24,0.39,0.6,2,1,1
74,107,449,75,70,0.26,0.97,254,597,211,49,37,7,0.38,1.0,5,0,0
520,75,223,47,38,0.66,0.56,357,231,153,63,38,5,0.49,0.9,5,1,0
496,61,351,58,99,0.95,0.58,322,65,203,45,103,19,0.48,0.6,0,0,1
147,390,284,51,8,0.15,0.69,708,324,69,54,10,16,0.93,0.9,1,1,0
659,168,392,42,93,0.64,0.36,764,386,228,37,39,23,0.82,0.6,5,1,0
680,204,361,48,73,0.97,0.92,866,349,172,76,71,20,0.79,0.8,3,0,1
363,51,124,46,13,0.15,0.79,770,363,200,65,105,25,0.96,0.8,0,0,0
131,225,305,44,113,0.68,0.4,711,518,258,73,45,1,0.81,1.0,0,0,0
411,306,160,67,119,0.45,0.47,325,45,95,63,3,18,0.95,0.6,3,0,1
94,174,345,37,104,0.37,0.81,361,377,36,41,63,9,0.56,0.9,2,1,1
274,131,389,57,17,0.78,0.47,789,341,227,67,41,24,0.75,1.0,0,0,0
696,321,163,64,88,0.49,0.3,126,270,229,59,102,23,0.46,0.6,5,0,0
558,198,303,35,11,0.24,0.53,916,98,179,63,17,1,0.81,0.8,3,0,0
174,125,318,76,53,0.05,0.79,595,257,112,39,118,0,0.93,0.6,1,0,1
503,131,98,76,79,0.17,0.48,606,188,229,69,110,11,0.52,1.0,2,0,0
136,146,298,43,14,0.89,0.44,258,419,229,31,110,0,0.51,1.0,3,0,1
508,167,481,54,37,0.76,0.47,936,45,55,35,84,0,0.84,0.4,0,0,1
724,205,44,32,88,0.17,0.61,434,272,201,74,65,6,0.59,0.9,0,0,0
678,143,139,54,57,0.56,0.32,577,442,193,44,79,23,0.65,0.8,2,0,0
182,43,65,69,12,0.15,0.92,499,412,292,64,68,17,0.67,0.6,0,0,0
326,164,379,60,83,0.8,0.32,187,43,186,58,60,14,0.77,1.0,0,1,1
669,395,200,69,11,0.5,0.9,892,130,58,38,111,6,0.45,0.8,0,1,1
478,199,223,76,13,0.9,0.64,687,310,71,67,97,1,0.42,0.8,5,0,0
546,162,325,50,10,0.95,0.58,506,284,244,46,19,16,0.34,0.9,5,0,1
158,73,38,68,54,0.01,0.63,931,165,63,44,36,10,0.91,0.6,2,0,0
575,268,207,30,58,0.89,0.94,908,354,104,37,78,22,0.33,0.4,0,0,0
407,212,491,45,93,0.74,0.7,875,227,10,61,119,24,0.67,0.9,0,0,1
501,127,493,69,27,0.95,0.99,207,277,52,78,92,17,0.62,0.8,1,0,1
403,258,94,80,61,0.65,0.75,653,218,196,37,10,11,0.96,0.6,0,0,1
753,102,206,45,11,0.83,0.63,639,400,106,76,18,20,0.66,0.4,2,1,0
291,337,383,30,70,0.49,0.77,738,393,226,55,17,20,0.81,0.4,0,1,0
175,385,429,30,6,1.0,0.3,640,84,264,73,68,5,0.63,0.9,1,0,0
161,33,263,56,105,0.5,0.6,210,241,284,39,70,7,0.91,0.4,10,1,0
118,259,199,41,1,0.42,0.42,872,570,49,38,112,2,0.69,1.0,2,0,0
218,290,110,66,112,0.04,0.93,392,177,32,38,5,21,0.97,0.8,5,0,0
695,80,187,70,47,0.5,0.85,471,479,127,64,51,4,0.5,0.8,3,1,1
399,83,209,46,40,0.36,0.36,511,235,199,43,18,12,0.72,0.9,0,0,1
390,13,459,47,48,0.45,0.91,828,304,15,78,37,13,0.59,0.4,1,0,0
793,252,239,48,61,0.84,0.69,584,560,299,49,96,4,0.91,0.4,2,0,0
604,210,119,70,92,0.85,0.4,340,407,218,54,10,19,0.45,1.0,3,1,1
513,194,327,33,37,0.14,0.54,891,142,205,50,86,25,0.88,0.9,2,0,0
190,250,100,40,28,0.64,0.92,355,227,131,51,78,17,0.31,0.4,10,1,0
117,172,225,43,30,0.72,0.84,807,202,157,44,15,24,0.8,0.9,3,0,0
71,27,424,65,95,0.62,0.73,650,403,16,43,59,16,0.7,0.6,0,1,0
399,16,328,51,110,0.68,0.86,252,46,52,74,52,17,0.73,0.4,2,1,1
486,17,264,56,113,0.25,0.58,872,168,88,64,9,4,0.5,0.6,0,0,1
688,223,491,75,92,0.68,0.75,816,199,200,68,80,10,0.98,0.4,3,0,1
505,55,235,75,68,0.86,0.98,606,403,235,46,16,6,0.89,1.0,1,1,1
356,336,204,56,3,0.83,0.54,482,564,145,56,71,24,0.77,0.9,10,1,0
80,24,203,31,21,0.32,0.94,217,244,297,61,61,8,0.71,0.6,0,0,0
66,53,279,68,47,0.56,0.96,451,310,268,33,38,12,0.56,0.8,0,0,1
320,291,468,64,55,0.96,0.33,410,262,98,31,43,7,0.7,0.8,1,0,1
565,220,332,60,46,0.65,0.42,918,199,91,46,43,23,0.83,0.4,0,0,1
658,169,418,78,101,0.52,0.49,208,496,227,45,19,10,0.49,0.6,2,0,1
284,105,466,35,60,0.42,0.7,234,46,243,72,93,25,0.58,0.6,2,0,1
159,41,298,80,32,0.4,0.38,160,333,265,62,15,8,0.55,0.8,1,1,1
514,179,169,40,17,0.88,0.33,983,124,129,47,31,4,0.63,0.9,3,1,0
681,207,248,40,38,0.73,0.8,743,197,133,80,120,7,0.68,1.0,3,0,0
726,195,437,38,107,0.56,0.82,936,210,74,48,57,23,0.75,0.6,10,0,0
278,384,339,75,96,0.9,0.69,579,64,255,32,69,4,0.45,1.0,1,0,1
569,357,338,78,111,0.59,0.75,941,599,252,54,30,15,0.72,0.8,3,1,1
179,370,454,63,30,0.14,0.41,902,81,267,34,36,19,0.63,0.8,1,0,1
507,148,37,37,57,0.94,0.78,600,447,251,35,60,9,0.69,0.4,10,1,0
62,204,331,65,81,0.38,0.89,130,148,73,55,74,3,0.47,0.6,10,0,1
623,379,276,56,73,0.02,0.82,827,400,227,36,118,3,0.86,0.6,2,0,1
241,327,246,63,9,0.08,0.69,678,136,207,41,93,8,0.84,1.0,0,0,1
667,136,472,66,54,0.65,0.64,406,164,22,67,73,9,0.9,0.9,2,0,1
789,117,461,36,26,0.45,0.35,813,225,101,31,46,24,0.79,0.9,3,0,1
118,388,85,65,92,0.98,0.4,336,509,194,52,7,14,0.69,1.0,0,1,1
365,140,121,46,88,0.64,0.75,231,269,86,62,113,24,0.6,1.0,10,0,0
524,108,241,35,58,0.21,0.45,965,507,162,69,6,18,0.76,1.0,0,0,0
601,91,216,75,49,0.0,0.59,673,442,157,35,82,25,0.63,0.9,2,0,1
739,21,266,52,33,0.31,0.56,907,247,278,40,83,18,0.47,0.4,10,0,0
477,183,130,54,64,0.53,0.54,757,258,126,72,20,13,0.85,1.0,0,1,0
354,26,103,41,106,0.7,0.39,176,214,19,49,30,7,0.32,0.6,3,0,1
554,179,67,51,84,0.26,0.79,598,327,231,53,42,13,0.65,0.8,5,0,0
123,374,198,70,82,0.71,0.41,736,41,86,67,21,19,0.47,0.6,0,0,1
636,160,301,77,40,0.78,0.34,908,450,35,43,23,0,0.85,0.8,0,0,1
509,148,380,75,81,0.06,0.35,205,366,293,77,17,22,1.0,1.0,3,0,0
434,224,35,31,1,0.38,0.3,547,81,35,32,3,9,0.94,1.0,2,0,0
194,269,131,43,64,0.84,0.42,232,458,85,46,45,5,0.42,0.9,0,0,1
136,232,454,33,30,0.37,0.5,682,211,295,64,91,2,0.47,0.9,0,0,0
492,298,151,80,93,0.97,0.49,792,91,270,55,80,1,0.5,0.8,3,0,1
168,163,67,54,88,0.57,0.31,611,227,11,68,39,5,0.84,1.0,10,1,0
357,341,68,42,106,0.32,0.72,916,297,32,52,88,16,0.58,0.4,5,0,0
509,325,393,39,46,0.83,0.39,564,263,20,32,54,20,0.57,0.4,1,0,1
56,292,131,45,84,0.79,0.76,927,80,48,55,3,0,0.73,0.4,5,1,0
182,320,475,55,30,0.94,0.88,173,505,269,36,20,18,0.78,0.4,2,0,1
476,184,167,42,54,0.13,0.96,870,530,153,72,98,17,0.82,1.0,0,0,0
764,391,98,77,18,0.66,0.85,647,449,83,74,71,20,0.77,0.4,0,0,0
295,246,341,58,49,0.64,0.83,923,354,72,53,68,9,0.4,0.9,0,0,1
344,356,217,71,23,0.95,0.5,858,550,178,66,20,4,0.34,0.4,0,0,0
764,390,358,52,24,0.97,0.73,937,507,20,43,79,17,0.66,0.9,3,0,1
651,312,462,64,24,0.16,0.96,325,45,60,61,91,13,0.86,0.9,2,1,1
788,44,400,67,105,0.9,0.49,949,269,27,51,107,7,0.76,0.4,2,1,1
394,14,450,45,8,0.13,0.58,205,593,29,71,26,4,0.54,1.0,0,1,1
262,255,438,30,87,0.81,0.5,385,98,181,47,89,3,0.86,0.6,0,1,1
